"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"720",2347,980,2006-06-17,9,198
"721",17145,998,2006-08-16,12,138
"722",4622,494,2006-03-19,7,288
"723",3284,635,2006-10-09,9,84
"724",36384,1044,2006-10-03,11,90
"725",17540,932,2006-05-03,12,243
"726",26849,1586,2006-09-09,16,114
"727",24416,857,2006-09-06,10,117
"728",289,1370,2006-10-05,14,88
"729",31384,292,2005-04-15,4,626
"730",11385,1253,2006-11-01,10,61
"731",19764,784,2006-12-04,9,28
"732",4293,411,2006-08-06,4,148
"733",22242,691,2005-07-22,6,528
"734",38069,1188,2006-08-07,13,147
"735",31546,783,2006-11-28,9,34
"736",35285,1103,2006-10-09,12,84
"737",5245,1307,2006-08-02,13,152
"738",16536,926,2006-07-30,11,155
"739",30554,968,2006-02-20,12,315
"740",30810,777,2005-10-01,9,457
"741",31802,967,2005-09-27,7,461
"742",18849,714,2005-08-10,7,509
"743",32511,842,2006-07-17,8,168
"744",7943,1433,2006-08-31,14,123
"745",2682,1070,2006-07-29,11,156
"746",12480,935,2006-07-19,11,166
"747",25173,901,2006-10-11,7,82
"748",11366,944,2006-11-19,8,43
"749",1510,574,2006-07-22,6,163
"750",4098,1188,2006-08-27,11,127
"751",16860,810,2006-07-30,9,155
"752",24725,455,2004-08-08,4,876
"753",17440,1057,2006-05-18,7,228
"754",37929,1216,2006-05-27,10,219
"755",26281,1159,2006-10-04,12,89
"756",21144,1874,2006-12-10,15,22
"757",30740,997,2005-11-02,8,425
"758",34719,1219,2006-09-25,11,98
"759",28203,854,2006-01-30,10,336
"760",6887,913,2006-10-14,10,79
"761",10860,1085,2006-12-03,11,29
"762",17236,410,2006-10-17,6,76
"763",9846,563,2006-11-04,8,58
"764",651,709,2006-09-30,10,93
"765",10448,262,2006-09-03,5,120
"766",1249,1086,2006-10-15,11,78
"767",18830,1573,2006-09-26,16,97
"768",13491,521,2006-09-20,7,103
"769",23031,1299,2006-08-15,11,139
"770",12760,1629,2006-09-14,15,109
"771",23481,1101,2006-09-03,10,120
"772",34092,811,2006-08-23,6,131
"773",25511,1302,2006-06-15,10,200
"774",21352,1036,2006-02-28,9,307
"775",21704,886,2006-04-25,10,251
"776",25295,663,2006-08-02,8,152
"777",38421,900,2005-12-19,11,378
"778",25975,883,2006-08-29,9,125
"779",13281,795,2006-11-27,8,35
"780",17585,2303,2006-11-15,18,47
"781",26930,1077,2006-06-23,11,192
"782",15868,1170,2006-11-14,10,48
"783",2628,1279,2006-04-04,12,272
"784",13242,1200,2005-10-04,7,454
"785",11734,1520,2006-11-17,14,45
"786",4865,1131,2006-10-14,13,79
"787",17240,555,2005-08-22,7,497
"788",31022,967,2006-07-14,11,171
"789",29248,653,2006-07-07,8,178
"790",36014,882,2006-09-24,10,99
"791",4067,1065,2006-10-20,13,73
"792",23125,1064,2006-01-14,11,352
"793",31034,592,2006-09-06,8,117
"794",32295,640,2006-10-28,6,65
"795",23279,596,2006-10-04,6,89
"796",996,523,2005-08-01,5,518
"797",3460,854,2006-10-21,8,72
"798",3649,1140,2005-10-14,11,444
"799",11154,970,2006-06-27,10,188
"800",21130,1205,2006-10-24,11,69
"801",31025,682,2006-12-20,7,12
"802",12400,1538,2006-09-03,15,120
"803",13600,1203,2006-09-07,12,116
"804",36956,644,2006-06-08,12,207
"805",23658,837,2006-08-08,11,146
"806",8264,436,2006-08-04,6,150
"807",30400,868,2006-07-21,9,164
"808",2737,1286,2005-12-08,12,389
"809",32688,854,2006-08-10,9,144
"810",20652,1307,2006-10-22,16,71
"811",11045,759,2006-08-07,8,147
"812",29763,590,2006-10-23,7,70
"813",27169,1000,2006-08-26,12,128
"814",9282,1028,2006-08-26,11,128
"815",33176,1223,2006-08-17,12,137
"816",2267,1647,2006-07-08,14,177
"817",39539,701,2005-11-22,9,405
"818",9471,1560,2006-02-09,13,326
"819",29841,1037,2005-10-06,10,452
"820",20582,559,2006-02-28,8,307
"821",19565,910,2006-04-29,12,247
"822",14581,1934,2006-11-28,19,34
"823",16062,1298,2006-09-06,13,117
"824",5817,619,2006-07-02,7,183
"825",39524,634,2005-12-05,8,392
"826",9387,751,2006-08-10,9,144
"827",30912,1123,2006-10-20,12,73
"828",20771,989,2006-06-11,10,204
"829",25630,741,2006-06-12,9,203
"830",10571,880,2006-08-01,8,153
"831",11695,780,2005-12-09,8,388
"832",1774,699,2005-08-05,9,514
"833",13546,638,2006-08-11,9,143
"834",37658,1054,2006-09-16,11,107
"835",16596,860,2006-06-02,10,213
"836",28131,863,2006-11-02,9,60
"837",11301,681,2005-08-07,9,512
"838",20647,836,2006-06-23,10,192
"839",1336,1181,2006-07-23,12,162
"840",652,784,2005-12-26,10,371
"841",26076,340,2005-10-28,4,430
"842",32527,963,2006-10-02,11,91
"843",32310,1399,2005-11-18,12,409
"844",3490,1043,2006-08-30,11,124
"845",10801,665,2006-08-02,8,152
"846",5149,847,2006-12-06,9,26
"847",11215,873,2006-10-19,11,74
"848",5704,1633,2006-09-14,14,109
"849",39255,463,2006-07-01,5,184
"850",23160,576,2006-09-08,7,115
"851",11068,959,2006-06-09,9,206
"852",31964,826,2006-08-13,9,141
"853",27193,757,2006-04-24,9,252
"854",13957,1018,2006-07-28,8,157
"855",5459,892,2006-10-19,11,74
"856",7791,867,2006-05-26,8,220
"857",12666,1278,2006-10-07,10,86
"858",28154,1044,2006-09-24,12,99
"859",33287,306,2006-01-16,5,350
"860",7713,1616,2006-09-01,15,122
"861",10179,610,2006-07-31,7,154
"862",36234,495,2005-12-17,8,380
"863",27669,796,2006-03-28,10,279
"864",21464,919,2006-06-05,8,210
"865",39771,894,2005-10-30,6,428
"866",26725,1299,2006-10-19,11,74
"867",20184,685,2006-06-12,8,203
"868",29424,934,2006-07-15,10,170
"869",23027,1032,2006-08-29,10,125
"870",33518,908,2006-04-01,10,275
"871",36277,1378,2006-10-25,16,68
"872",4087,807,2006-02-16,7,319
"873",12701,644,2006-10-22,9,71
"874",31000,284,2005-09-21,3,467
"875",37212,997,2006-10-31,9,62
"876",2565,703,2006-12-06,7,26
"877",32680,804,2006-09-08,9,115
"878",8760,772,2005-10-11,6,447
"879",27260,427,2006-10-08,11,85
"880",68,831,2006-11-10,10,52
"881",21677,1182,2006-12-09,11,23
"882",15704,728,2006-10-04,5,89
"883",23912,1330,2006-05-27,13,219
"884",25469,962,2006-09-05,12,118
"885",34256,1425,2006-11-04,16,58
"886",31225,1303,2006-10-27,12,66
"887",8975,976,2006-11-16,13,46
"888",16289,782,2006-09-10,7,113
"889",20925,480,2006-05-24,6,222
"890",7288,650,2006-10-08,5,85
"891",23065,1139,2006-07-25,11,160
"892",2816,992,2006-10-21,10,72
"893",14436,1030,2006-02-08,6,327
"894",34071,711,2006-12-20,11,12
"895",18861,1017,2006-07-05,13,180
"896",4289,270,2005-10-04,3,454
"897",23095,1220,2006-02-13,13,322
"898",26482,681,2006-02-08,9,327
"899",25841,782,2006-06-24,10,191
"900",7551,766,2005-08-05,8,514
"901",15184,1236,2006-08-06,13,148
"902",5849,1669,2006-07-11,18,174
"903",22323,741,2006-09-06,8,117
"904",35059,1361,2006-03-31,14,276
"905",38984,969,2006-02-05,12,330
"906",14967,969,2006-06-28,12,187
"907",2755,748,2006-06-18,7,197
"908",4303,634,2006-08-27,8,127
"909",27323,1396,2006-10-27,16,66
"910",21527,666,2006-10-16,6,77
"911",17103,1366,2006-09-01,14,122
"912",6089,1307,2006-05-20,13,226
"913",27273,1427,2006-12-06,11,26
"914",27592,1234,2006-11-18,11,44
"915",39790,370,2006-10-16,6,77
"916",29888,1028,2006-12-18,11,14
"917",3272,649,2006-09-28,10,95
"918",29525,927,2006-08-17,9,137
"919",26726,836,2006-08-05,7,149
"920",29732,874,2006-07-12,9,173
"921",21759,466,2006-07-01,7,184
"922",4620,329,2006-02-20,4,315
"923",35620,633,2006-10-19,7,74
"924",33136,1022,2006-07-03,10,182
"925",29847,486,2006-09-15,4,108
"926",38726,865,2006-08-29,8,125
"927",26178,983,2006-07-09,7,176
"928",18174,710,2006-02-26,6,309
"929",8995,1249,2006-11-11,12,51
"930",29704,1804,2006-09-17,17,106
"931",14376,701,2006-07-23,6,162
"932",31782,1107,2006-09-23,12,100
"933",19949,818,2006-11-26,7,36
"934",34316,905,2006-09-17,10,106
"935",14708,1062,2006-07-10,13,175
"936",5543,553,2006-07-21,7,164
"937",25550,959,2006-07-28,10,157
"938",9162,1162,2006-06-08,13,207
"939",36373,609,2005-09-01,6,487
"940",2691,512,2006-09-04,5,119
"941",28742,1244,2006-10-24,12,69
"942",39749,895,2006-05-22,11,224
"943",34923,1164,2006-02-07,10,328
"944",8387,1042,2006-08-01,12,153
"945",15,631,2005-11-17,8,410
"946",22577,1473,2006-06-09,14,206
"947",39730,1564,2006-07-05,13,180
"948",3234,860,2006-09-16,8,107
"949",31485,1016,2006-01-19,8,347
"950",38114,941,2006-08-13,11,141
"951",15418,1736,2006-08-25,17,129
"952",25791,640,2006-05-09,7,237
"953",33187,1416,2006-10-01,12,92
"954",1960,660,2006-06-04,8,211
"955",4356,474,2005-08-26,5,493
"956",35780,180,2005-11-26,4,401
"957",21221,580,2006-12-11,7,21
"958",36183,949,2006-09-27,9,96
"959",30092,1288,2006-08-28,14,126
"960",34997,612,2006-05-09,7,237
"961",8593,1375,2006-05-31,13,215
"962",12964,1363,2006-08-19,14,135
"963",285,1500,2006-09-22,15,101
"964",17127,529,2006-08-07,7,147
"965",4671,676,2006-05-12,10,234
"966",30833,832,2006-07-11,10,174
"967",37580,461,2006-05-13,5,233
"968",13787,1166,2006-12-15,11,17
"969",26313,891,2006-12-04,9,28
"970",24681,707,2006-09-12,7,111
"971",7794,1033,2006-08-03,13,151
"972",35469,1339,2006-10-18,13,75
"973",2719,1321,2006-09-26,13,97
"974",33791,1299,2006-05-01,12,245
"975",22100,1449,2006-09-30,13,93
"976",9723,771,2006-10-24,8,69
"977",14981,1266,2006-11-02,14,60
"978",24048,902,2006-12-12,10,20
"979",2046,1327,2006-11-29,12,33
"980",24168,1349,2006-05-28,17,218
"981",25123,645,2006-02-14,4,321
"982",39128,1070,2006-08-30,12,124
"983",37171,786,2006-10-24,10,69
"984",937,664,2006-08-05,10,149
"985",31719,614,2005-11-10,6,417
"986",39345,576,2006-04-23,5,253
"987",17271,1254,2006-07-31,12,154
"988",22305,683,2006-03-27,7,280
"989",3563,334,2006-08-23,3,131
"990",4489,1144,2006-09-26,11,97
"991",845,820,2006-10-03,8,90
"992",28476,1003,2006-05-07,11,239
"993",32284,1282,2006-02-25,10,310
"994",24117,936,2006-08-15,11,139
"995",17761,1140,2005-08-10,11,509
"996",20124,503,2005-07-28,7,522
"997",33847,842,2005-12-27,10,370
"998",36344,883,2006-10-24,10,69
"999",2289,588,2006-07-01,8,184
"1000",33149,1266,2006-07-19,13,166
"1001",16274,1158,2006-07-05,13,180
"1002",14594,1263,2006-11-04,10,58
"1003",20389,956,2006-04-12,7,264
"1004",15373,1231,2006-07-31,12,154
"1005",4245,838,2006-06-24,10,191
"1006",38506,1285,2006-08-21,11,133
"1007",35224,292,2006-09-01,5,122
"1008",31043,980,2006-11-06,9,56
"1009",38634,478,2006-01-07,4,359
"1010",5688,91,2005-08-19,2,500
"1011",10162,886,2005-08-30,9,489
"1012",19029,618,2006-07-21,7,164
"1013",10988,536,2006-07-26,6,159
"1014",18439,1002,2006-11-10,13,52
"1015",18295,499,2006-09-20,5,103
"1016",20132,1031,2006-08-09,13,145
"1017",18241,632,2006-06-16,9,199
"1018",21168,706,2005-12-21,8,376
"1019",19973,405,2006-10-27,6,66
"1020",3048,1041,2006-11-24,11,38
"1021",5349,776,2006-04-21,9,255
"1022",35000,1101,2006-07-07,12,178
"1023",25712,1573,2006-07-22,20,163
"1024",30233,1505,2006-07-22,15,163
"1025",4969,559,2006-04-22,5,254
"1026",1457,1682,2006-12-08,15,24
"1027",6017,1548,2006-07-16,15,169
"1028",18962,753,2006-07-09,8,176
"1029",3766,1168,2006-10-03,13,90
"1030",882,216,2006-04-12,4,264
"1031",33866,548,2006-06-22,8,193
"1032",11047,560,2006-10-29,6,64
"1033",5489,781,2006-10-20,12,73
"1034",20734,925,2006-02-13,10,322
"1035",28503,1054,2006-04-07,12,269
"1036",24225,1441,2006-07-06,13,179
"1037",7023,861,2006-05-05,8,241
"1038",25865,442,2006-07-09,6,176
"1039",22321,1117,2005-10-26,12,432
"1040",30947,837,2006-10-23,8,70
"1041",8386,1019,2006-09-19,13,104
"1042",4953,851,2006-09-27,10,96
"1043",35798,1444,2006-12-26,18,6
"1044",3317,1067,2006-10-22,10,71
"1045",3735,1401,2006-09-27,17,96
"1046",27887,554,2006-01-20,6,346
"1047",32,1046,2006-07-10,12,175
"1048",7275,1170,2006-07-21,10,164
"1049",26125,1635,2006-07-15,14,170
"1050",27086,938,2006-10-09,12,84
"1051",23527,948,2006-05-15,10,231
"1052",32272,569,2005-08-16,5,503
"1053",37648,1270,2006-08-15,15,139
"1054",36906,1361,2006-12-02,15,30
"1055",38545,1117,2006-09-29,10,94
"1056",6307,1627,2006-03-31,12,276
"1057",11550,829,2006-07-14,12,171
"1058",9378,1028,2006-09-04,17,119
"1059",28293,992,2006-12-18,11,14
"1060",7637,1423,2006-11-07,18,55
"1061",1526,858,2006-07-25,9,160
"1062",31068,1143,2006-08-25,12,129
"1063",7512,876,2006-09-03,8,120
"1064",34860,582,2006-06-09,8,206
"1065",21938,1058,2006-07-03,8,182
"1066",8946,608,2005-07-25,7,525
"1067",17924,344,2006-07-13,5,172
"1068",33395,678,2006-04-29,9,247
"1069",15044,1029,2006-09-05,11,118
"1070",21008,418,2006-06-05,6,210
"1071",5892,1069,2006-10-27,9,66
"1072",25893,243,2005-08-31,3,488
"1073",37159,958,2005-10-18,9,440
"1074",12993,1281,2006-04-11,13,265
"1075",37147,486,2005-11-12,5,415
"1076",18072,941,2006-10-27,10,66
"1077",5013,974,2006-11-25,11,37
"1078",9193,814,2006-11-23,10,39
"1079",36900,1368,2006-07-21,10,164
"1080",10259,1369,2006-11-01,13,61
"1081",4961,927,2006-08-15,11,139
"1082",28162,1647,2006-06-19,13,196
"1083",30558,822,2006-09-05,9,118
"1084",7245,2085,2006-06-20,19,195
"1085",27308,1241,2006-09-29,16,94
"1086",33230,1038,2006-06-20,11,195
"1087",22629,654,2005-12-20,7,377
"1088",18558,978,2005-12-27,9,370
"1089",7780,1589,2006-07-29,13,156
"1090",27454,1776,2006-07-11,15,174
"1091",8694,1262,2006-09-20,11,103
"1092",23715,585,2006-08-20,5,134
"1093",6172,1239,2006-07-30,10,155
"1094",33379,823,2006-08-30,9,124
"1095",34457,1239,2006-06-29,12,186
"1096",2,1230,2005-09-21,11,467
"1097",19645,461,2006-09-19,7,104
"1098",12068,1196,2006-06-21,10,194
"1099",4215,1053,2005-10-03,11,455
"1100",3414,1766,2006-07-21,18,164
"1101",14838,803,2006-05-27,8,219
"1102",10282,226,2005-10-28,3,430
"1103",27,581,2006-05-21,7,225
"1104",13882,381,2006-04-08,4,268
"1105",4573,857,2006-08-30,9,124
"1106",12345,615,2006-10-28,9,65
"1107",4997,950,2006-03-13,11,294
"1108",26865,590,2006-12-05,10,27
"1109",12786,703,2005-10-18,7,440
"1110",6379,2356,2006-07-13,22,172
"1111",39760,1379,2006-12-16,12,16
"1112",12328,957,2006-08-14,11,140
"1113",7118,884,2006-10-01,8,92
"1114",27114,1272,2006-06-20,12,195
"1115",32791,548,2006-04-11,7,265
"1116",23972,722,2006-11-28,7,34
"1117",15343,1401,2006-06-04,12,211
"1118",10629,823,2006-08-05,8,149
"1119",10945,901,2006-10-18,13,75
"1120",23593,1420,2006-06-12,13,203
"1121",34209,1024,2006-05-08,13,238
"1122",32795,849,2006-08-31,8,123
"1123",4510,502,2006-08-03,4,151
"1124",14796,596,2005-09-20,6,468
"1125",33107,602,2006-07-16,7,169
"1126",29457,755,2006-08-01,9,153
"1127",5104,1391,2006-04-14,12,262
"1128",15803,1022,2006-08-01,11,153
"1129",13604,925,2006-07-02,9,183
"1130",2777,1380,2006-10-26,14,67
"1131",36173,804,2006-12-15,9,17
"1132",5901,991,2006-08-07,12,147
"1133",34795,1072,2006-09-10,11,113
"1134",20594,1221,2006-09-30,13,93
"1135",37053,1062,2005-07-20,12,530
"1136",12757,2209,2006-07-20,20,165
"1137",16219,767,2006-08-03,8,151
"1138",38389,786,2006-04-08,9,268
"1139",22249,1336,2006-09-21,16,102
"1140",27376,840,2006-09-02,10,121
"1141",14066,943,2006-08-24,8,130
"1142",29824,766,2006-09-23,9,100
"1143",4263,647,2006-08-01,6,153
"1144",30523,913,2006-09-07,9,116
"1145",30173,897,2006-11-06,9,56
"1146",4836,626,2005-09-18,8,470
"1147",9666,801,2006-07-17,10,168
"1148",1186,1493,2006-11-21,14,41
"1149",974,1269,2006-09-29,14,94
"1150",18777,1099,2006-01-18,10,348
"1151",36397,1879,2006-09-04,19,119
"1152",17673,1009,2006-09-28,10,95
"1153",17062,644,2006-10-20,8,73
"1154",20351,685,2006-05-12,6,234
"1155",1651,895,2006-05-17,10,229
"1156",36611,753,2006-04-16,12,260
"1157",31242,912,2006-05-15,9,231
"1158",21264,636,2006-02-03,11,332
"1159",1418,936,2006-10-05,7,88
"1160",16878,1458,2006-06-08,14,207
"1161",37220,904,2006-08-15,9,139
"1162",24185,1048,2006-06-20,8,195
"1163",24994,631,2006-11-15,8,47
"1164",27795,1091,2006-10-21,13,72
"1165",31580,2271,2006-06-10,18,205
"1166",17530,401,2005-11-19,7,408
"1167",22845,1044,2006-11-22,9,40
"1168",22120,592,2006-11-22,9,40
"1169",6218,1266,2006-08-22,14,132
"1170",11556,1360,2006-12-13,13,19
"1171",21827,786,2006-04-22,9,254
"1172",1003,1474,2006-03-27,13,280
"1173",14931,1269,2006-05-23,11,223
"1174",7408,802,2006-09-15,7,108
"1175",6942,674,2006-05-30,7,216
"1176",642,1346,2006-11-15,16,47
"1177",15293,1119,2006-07-14,10,171
"1178",22097,1314,2006-11-06,12,56
"1179",1234,400,2006-08-16,6,138
"1180",2600,362,2005-06-09,4,571
"1181",125,1823,2005-12-22,20,375
"1182",8728,486,2006-05-26,7,220
"1183",9610,1209,2006-10-07,10,86
"1184",4537,1193,2006-08-12,14,142
"1185",7017,415,2005-09-18,5,470
"1186",9745,908,2006-11-28,9,34
"1187",5520,834,2006-08-07,8,147
"1188",24925,983,2006-08-13,13,141
"1189",3314,1132,2006-08-23,13,131
"1190",11850,1060,2006-08-17,11,137
"1191",23646,1125,2006-12-26,11,6
"1192",21145,901,2006-10-14,11,79
"1193",19891,459,2006-09-02,5,121
"1194",8645,585,2005-08-05,7,514
"1195",180,659,2006-07-12,9,173
"1196",31046,1097,2005-11-10,12,417
"1197",22809,561,2006-08-21,11,133
"1198",24962,1606,2006-11-28,16,34
"1199",35968,583,2006-07-03,8,182
"1200",16997,1752,2006-09-29,14,94
"1201",28880,1131,2006-11-03,8,59
"1202",10305,445,2006-06-25,6,190
"1203",28438,953,2006-09-27,9,96
"1204",20879,418,2006-03-17,7,290
"1205",37927,549,2006-05-10,5,236
"1206",30649,1487,2006-09-20,13,103
"1207",28953,902,2006-01-20,11,346
"1208",30747,1298,2006-05-12,11,234
"1209",49,1191,2006-08-04,10,150
"1210",39056,1094,2006-07-27,10,158
"1211",5120,902,2006-12-09,10,23
"1212",15600,686,2006-11-06,7,56
"1213",39377,1365,2006-10-01,12,92
"1214",19174,939,2006-09-17,11,106
"1215",8703,509,2006-09-10,6,113
"1216",12415,352,2006-11-13,5,49
"1217",32253,813,2006-07-18,9,167
"1218",36571,416,2005-12-04,5,393
"1219",35791,875,2006-07-30,8,155
"1220",6105,388,2006-03-04,7,303
"1221",21302,1000,2006-03-13,11,294
"1222",7353,660,2006-02-28,10,307
"1223",19128,611,2006-07-28,7,157
"1224",7894,822,2006-07-12,7,173
"1225",14386,861,2006-05-10,9,236
"1226",21251,1028,2006-07-10,10,175
"1227",26497,852,2006-12-19,9,13
"1228",20041,1226,2006-09-19,13,104
"1229",38800,846,2006-08-05,11,149
"1230",6298,509,2006-06-09,7,206
"1231",18139,415,2006-04-07,4,269
"1232",20941,577,2006-06-06,6,209
"1233",624,879,2006-10-06,11,87
"1234",26995,394,2006-07-19,5,166
"1235",23865,508,2006-07-22,8,163
"1236",22778,1048,2006-10-19,11,74
"1237",28242,1177,2006-05-10,9,236
"1238",21641,1197,2006-10-28,11,65
"1239",5830,726,2006-08-04,9,150
"1240",25419,686,2006-06-07,8,208
"1241",8320,881,2006-07-13,10,172
"1242",36688,542,2006-02-23,7,312
"1243",11527,1049,2006-08-13,9,141
"1244",16010,373,2005-07-31,5,519
"1245",2486,697,2006-06-18,8,197
"1246",14057,952,2006-07-13,10,172
"1247",37217,966,2006-11-14,11,48
"1248",23030,1199,2006-08-07,12,147
"1249",11800,1261,2006-08-23,12,131
"1250",11826,1008,2006-10-11,8,82
"1251",7996,1106,2006-06-25,14,190
"1252",15525,947,2005-11-25,10,402
"1253",37391,982,2006-06-15,13,200
"1254",30552,1280,2006-11-10,13,52
"1255",25179,1045,2006-06-08,12,207
"1256",39219,2447,2006-11-06,18,56
"1257",13673,1061,2006-09-18,13,105
"1258",38797,498,2006-06-27,6,188
"1259",15197,1172,2006-11-16,11,46
"1260",16296,1139,2006-05-17,9,229
"1261",22156,1110,2005-09-25,10,463
"1262",28804,880,2006-06-07,9,208
"1263",20678,625,2005-12-30,11,367
"1264",32294,519,2005-04-22,4,619
"1265",25480,626,2006-07-02,8,183
"1266",29039,665,2006-09-10,5,113
"1267",5207,745,2006-09-02,9,121
"1268",13160,267,2006-01-21,5,345
"1269",16689,931,2005-09-24,8,464
"1270",37527,543,2006-05-16,6,230
"1271",4145,1279,2006-09-28,14,95
"1272",22679,1404,2006-10-06,12,87
"1273",33770,618,2006-04-26,7,250
"1274",15852,1297,2006-08-25,12,129
"1275",34740,466,2005-09-09,4,479
"1276",14742,631,2006-08-22,7,132
"1277",8162,432,2005-12-04,10,393
"1278",33874,842,2006-04-05,8,271
"1279",34613,409,2006-03-28,5,279
"1280",18250,1292,2006-02-06,12,329
"1281",23571,1230,2006-12-30,9,2
"1282",39832,1104,2006-03-03,10,304
"1283",3976,326,2005-10-18,6,440
"1284",21819,800,2006-03-15,6,292
"1285",38360,502,2006-05-04,6,242
"1286",32098,789,2006-05-09,11,237
"1287",39617,1020,2006-06-27,11,188
"1288",10560,1532,2006-10-05,12,88
"1289",17873,340,2006-12-13,4,19
"1290",10230,822,2006-04-29,7,247
"1291",32646,957,2006-07-24,12,161
"1292",32008,773,2006-07-29,9,156
"1293",20978,655,2006-10-15,7,78
"1294",28259,1390,2006-05-27,12,219
"1295",23218,1059,2006-08-28,9,126
"1296",7808,434,2006-04-13,4,263
"1297",24455,1102,2006-08-01,11,153
"1298",15416,928,2006-10-05,8,88
"1299",39984,1378,2006-10-02,17,91
"1300",6337,1226,2006-09-13,14,110
"1301",15764,1182,2006-12-06,10,26
"1302",19038,1139,2006-07-04,9,181
"1303",38375,594,2006-02-25,5,310
"1304",2140,917,2006-07-04,10,181
"1305",70,1181,2006-07-29,8,156
"1306",7252,603,2006-10-15,7,78
"1307",10744,708,2005-08-22,7,497
"1308",37254,887,2006-06-26,11,189
"1309",16606,360,2006-02-26,6,309
"1310",31015,1262,2005-10-11,11,447
"1311",6556,662,2006-10-08,8,85
"1312",38343,962,2006-10-01,13,92
"1313",12509,1241,2006-08-01,10,153
"1314",28917,706,2006-05-16,8,230
"1315",13955,738,2006-03-18,10,289
"1316",12968,237,2006-12-16,4,16
"1317",38090,773,2006-11-22,9,40
"1318",15716,840,2006-09-28,9,95
"1319",6729,1189,2006-12-13,9,19
"1320",17718,1070,2006-10-21,9,72
"1321",11854,1464,2006-11-02,14,60
"1322",37438,211,2006-04-22,4,254
"1323",19273,842,2006-06-04,9,211
"1324",33606,1347,2006-04-01,15,275
"1325",18829,797,2006-08-23,9,131
"1326",20638,787,2006-11-12,8,50
"1327",31982,581,2005-08-30,6,489
"1328",15402,793,2006-07-25,9,160
"1329",12054,376,2006-05-28,7,218
"1330",2332,1394,2006-09-08,13,115
"1331",26333,901,2006-08-06,11,148
"1332",2005,758,2006-11-13,11,49
"1333",2806,1340,2006-12-12,14,20
"1334",13463,363,2005-09-05,6,483
"1335",37227,786,2006-06-20,12,195
"1336",12221,401,2005-06-20,7,560
"1337",12014,432,2005-07-12,4,538
"1338",26419,772,2006-12-02,11,30
"1339",4723,939,2006-11-25,11,37
"1340",24175,778,2005-12-12,8,385
"1341",13644,941,2006-10-19,11,74
"1342",22837,1130,2006-12-02,10,30
